Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
6372,"Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,18.5,2018-01-01,0,,,,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6375,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6376,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6377,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6378,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6379,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6380,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6381,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6382,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6383,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6384,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6385,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6386,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6387,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6388,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6389,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6390,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6391,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6392,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6393,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6394,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6395,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6396,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6397,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6398,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6399,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6400,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6401,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6402,"Saima Arabian Villas, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6403,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6404,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6405,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6406,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6407,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6408,"Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6409,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6410,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6411,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6412,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6413,"North Town Residency, Surjani Town, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6414,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6415,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6416,"Ali Town Housing Society, Gadap Town",Gadap Town,House,,,120.0,7.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6417,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.5,2018-01-01,0,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6418,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6419,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6420,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,8.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6421,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6422,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6423,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,6.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6427,"Bahria Town - Precinct 16, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,250.0,32.4,,1,,,,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,4.0,5.0,120.0,19.5,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6434,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6437,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6440,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6444,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6446,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6449,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6452,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6455,"Al Amin Society, Malir",Malir,House,,,84.0,14.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
6458,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6459,"Bahria Heights, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,9.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6461,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,3.0,3.0,250.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6462,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,4.0,4.0,328.0,28.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6463,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,9.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6464,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,4.0,4.0,328.0,28.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6465,Bahria Town Karachi,Bahria Town Karachi,Flat,,,56.0,5.28,2024-01-01,0,12.0,4.0,,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6466,"DHA Phase 5, DHA Defence",DHA Defence,House,4.0,5.0,500.0,115.0,,4,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6467,"DHA Phase 7 Extension, DHA Defence",DHA Defence,House,4.0,5.0,120.0,40.0,,0,,,,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6468,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,350.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6469,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,5.0,5.0,500.0,45.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6470,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,15.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6471,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,19.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6472,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,16.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6473,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,14.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6474,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,4.0,4.0,328.0,28.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6475,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,2.0,2.0,106.0,9.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6476,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,4.0,4.0,328.0,28.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,Bahria Town Karachi,Bahria Town Karachi,Flat,,,56.0,5.28,2024-01-01,0,12.0,4.0,,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6478,"DHA Phase 5, DHA Defence",DHA Defence,House,4.0,5.0,500.0,115.0,,4,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,"DHA Phase 7 Extension, DHA Defence",DHA Defence,House,4.0,5.0,120.0,40.0,,0,,,,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6480,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,350.0,21.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6481,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,5.0,5.0,500.0,45.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6482,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,15.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6483,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,19.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,16.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6485,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,152.0,14.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6486,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,23.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6487,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6488,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,20.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6489,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,16.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6490,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,15.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6491,Bahria Town Karachi,Bahria Town Karachi,Flat,3.0,3.0,45.0,3.57,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
