Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
5110,"Gulshan-e-Maymar, Gadap Town",Gadap Town,House,6.0,6.0,400.0,57.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,128.0,14.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,4.0,183.0,25.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,178.0,22.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,117.0,13.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,"Darakhshan Villas, DHA Phase 6, DHA Defence",DHA Defence,House,4.0,5.0,262.0,62.5,2000-01-01,0,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,"DHA Phase 6, DHA Defence",DHA Defence,House,5.0,6.0,500.0,117.5,2006-01-01,4,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,"DHA Phase 5 Extension, DHA Phase 5, DHA Defence",DHA Defence,House,5.0,5.0,600.0,95.0,2005-01-01,4,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,"DHA Phase 6, DHA Defence",DHA Defence,House,5.0,5.0,500.0,105.0,2005-01-01,0,,,,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,"DHA Phase 6, DHA Defence",DHA Defence,Flat,3.0,3.0,128.0,14.0,2010-01-01,0,4.0,,,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,18.0,,0,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,Flat,3.0,3.0,300.0,36.5,,1,,2.0,,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,Flat,4.0,4.0,367.0,49.5,,1,,2.0,,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,4.0,172.0,12.7,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,"Model Colony - Malir, Malir",Malir,House,4.0,4.0,110.0,22.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,"Model Colony - Malir, Malir",Malir,House,6.0,6.0,120.0,27.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,"North Nazimabad - Block M, North Nazimabad",North Nazimabad,Flat,2.0,2.0,106.0,6.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,"North Nazimabad - Block L, North Nazimabad",North Nazimabad,Flat,2.0,2.0,111.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,"Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,4.0,4.0,300.0,18.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,"DHA Phase 2 Extension, DHA Defence",DHA Defence,Flat,,,106.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,Chapal Courtyard,Chapal Courtyard,Flat,2.0,2.0,78.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,"Gulshan-e-Azeem, Scheme 33",Scheme 33,House,2.0,3.0,120.0,16.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,"Gulistan-e-Jauhar - Block 1, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,111.0,9.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A, Scheme 33",Scheme 33,House,4.0,5.0,120.0,24.9,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,106.0,9.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5142,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,72.0,7.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5143,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5144,"Sanober Twin Tower, Saadi Road",Saadi Road,Flat,,,122.0,8.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5145,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,189.0,15.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5146,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,106.0,9.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5147,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,72.0,7.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5148,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5149,"Surjani Town - Sector 6, Surjani Town, Gadap Town",Gadap Town,House,3.0,3.0,120.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,120.0,16.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,"Saima Jinnah Avenue, Malir",Malir,Flat,,,244.0,35.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,,,161.0,15.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,"Saadi Town, Scheme 33",Scheme 33,House,6.0,7.0,240.0,38.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,"Cantt View Lodges, Malir Link To Super Highway",Malir Link To Super Highway,Flat,2.0,2.0,117.0,9.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,"Al Hamra Society, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,House,6.0,6.0,465.0,150.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,"PECHS Block 6, PECHS, Jamshed Town",Jamshed Town,House,6.0,6.0,265.0,75.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,"North Nazimabad - Block M, North Nazimabad",North Nazimabad,Flat,3.0,2.0,133.0,7.2,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,"Khayaban-e-Shareef Society, Scheme 33 - Sector 51-A, Scheme 33",Scheme 33,House,4.0,6.0,120.0,15.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,"Model Colony - Malir, Malir",Malir,House,2.0,2.0,80.0,13.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,"Tariq Bin Ziyad Housing Society, Malir",Malir,House,4.0,5.0,150.0,28.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,72.0,7.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5167,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5168,"Sanober Twin Tower, Saadi Road",Saadi Road,Flat,,,122.0,8.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5169,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,189.0,15.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5170,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,106.0,9.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5171,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,72.0,7.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5172,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5173,"Sanober Twin Tower, Saadi Road",Saadi Road,Flat,,,122.0,8.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5188,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,150.0,17.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,2.0,2.0,83.0,3.6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,Gulistan-e-Jauhar,Gulistan-e-Jauhar,Flat,2.0,2.0,117.0,9.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,189.0,15.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5192,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,106.0,9.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5193,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,72.0,7.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5194,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,122.0,11.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5195,"Sanober Twin Tower, Saadi Road",Saadi Road,Flat,,,122.0,8.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5196,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,189.0,15.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5197,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,106.0,9.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5198,"Daniyal Residency, Scheme 33",Scheme 33,Flat,,,72.0,7.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5199,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,4.0,200.0,27.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,200.0,20.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,"KN Gohar Green City, Shahra-e-Faisal",Shahra-e-Faisal,House,2.0,2.0,80.0,9.7,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,"Gulshan-e-Iqbal, Gulshan-e-Iqbal Town",Gulshan-e-Iqbal Town,House,9.0,6.0,90.0,10.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,North Karachi,North Karachi,House,6.0,4.0,80.0,12.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,"Scheme 33 - Sector 3-A, Scheme 33",Scheme 33,Flat,2.0,2.0,128.0,6.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,"DHA Phase 8, DHA Defence",DHA Defence,Flat,3.0,3.0,161.0,32.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,"Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,3.0,3.0,240.0,42.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,House,5.0,5.0,200.0,90.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,House,4.0,4.0,250.0,70.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,Shaheed Millat Road,Shaheed Millat Road,Flat,3.0,3.0,178.0,32.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,,,500.0,42.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,,,350.0,20.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi",Bahria Town Karachi,House,,,152.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,,,125.0,14.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,Naya Nazimabad,Naya Nazimabad,House,4.0,4.0,120.0,29.5,,0,,,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,18.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5223,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,,,235.0,17.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
5224,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,6.0,6.0,200.0,36.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,"Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar, Gadap Town",Gadap Town,House,6.0,6.0,200.0,36.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,"Korangi Creek Cantonment, Korangi",Korangi,Flat,2.0,2.0,83.0,3.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5227,Korangi,Korangi,Flat,2.0,2.0,83.0,3.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,"PECHS Block 2, PECHS, Jamshed Town",Jamshed Town,House,6.0,7.0,245.0,80.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,144.0,12.5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,"Naya Nazimabad - Block B, Naya Nazimabad",,Flat,2.0,,,18.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,"North Nazimabad - Block K, North Nazimabad",North Nazimabad,Flat,2.0,2.0,83.0,4.8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,"DHA Phase 7 Extension, DHA Defence",DHA Defence,House,4.0,3.0,100.0,44.0,2023-01-01,2,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
